"editid","editor","oldrevisionid","newrevisionid","diffurl","class","annotators","totalannotators","edittime","editcomment","articleid","articletitle"
420121,"Rich Farmbrough",326512622,326911141,"http://en.wikipedia.org/w/index.php?diff=326911141&oldid=326512622","regular",8,9,"2009-11-20T11:21:57Z","/* Swimming history */GF using [[Project:AutoWikiBrowser|AWB]]",63903,"Martin Strel"
420122,"83.233.158.156",326748997,326787215,"http://en.wikipedia.org/w/index.php?diff=326787215&oldid=326748997","regular",3,3,"2009-11-19T19:54:05Z",,269496,"Latte"
420124,"Spacepotato",326843009,326845429,"http://en.wikipedia.org/w/index.php?diff=326845429&oldid=326843009","regular",3,3,"2009-11-20T01:26:41Z","+es:",2651782,"62 Sagittarii"
420125,"68.250.19.242",326564079,326564151,"http://en.wikipedia.org/w/index.php?diff=326564151&oldid=326564079","vandalism",9,9,"2009-11-18T17:07:19Z","/* Variations on Mousetrap Cars */",1766517,"Mousetrap car"
420126,"Speednat",326887888,326888153,"http://en.wikipedia.org/w/index.php?diff=326888153&oldid=326887888","regular",3,3,"2009-11-20T07:10:40Z","reverted my inavdertent revert",11926177,"Modern birds"
420128,"112.203.85.60",325814442,326931760,"http://en.wikipedia.org/w/index.php?diff=326931760&oldid=325814442","regular",3,3,"2009-11-20T14:34:25Z","/* Secuels Series */",1330851,"Judith McNaught"
420129,"Puspenh",326884178,326892028,"http://en.wikipedia.org/w/index.php?diff=326892028&oldid=326884178","regular",3,3,"2009-11-20T07:58:10Z",,2970390,"Chip-India"
420130,"Shtall",326305674,326885967,"http://en.wikipedia.org/w/index.php?diff=326885967&oldid=326305674","regular",3,3,"2009-11-20T06:47:57Z","/* Musicians and Composers */",1184272,"List of Assyrians"
420191,"Jusdafax",326742124,326744978,"http://en.wikipedia.org/w/index.php?diff=326744978&oldid=326742124","regular",8,9,"2009-11-19T15:38:41Z","Reverted edits by [[Special:Contributions/122.174.73.170|122.174.73.170]] to last revision by Funandtrvl ([[WP:HG|HG]])",264303,"Alexa Internet"
420192,"Tassedethe",322428494,326927010,"http://en.wikipedia.org/w/index.php?diff=326927010&oldid=322428494","regular",3,3,"2009-11-20T13:57:10Z","[[:en:User:NicoV/Wikipedia Cleaner/Documentation|WikiCleaner]] 0.96 - Repairing link to disambiguation page - [[Wikipedia:Disambiguation pages with links|You can help!]]",22814773,"Freight Train (song)"
420194,"Bencherlite",326900355,326908522,"http://en.wikipedia.org/w/index.php?diff=326908522&oldid=326900355","regular",3,3,"2009-11-20T10:57:53Z","/* List of Test cricket centuries */ source says 109, have there been other malicious edits like this?",15448199,"List of international cricket centuries by Sachin Tendulkar"
420195,"212.219.175.8",326877212,326907950,"http://en.wikipedia.org/w/index.php?diff=326907950&oldid=326877212","vandalism",9,9,"2009-11-20T10:52:17Z",,43460,"Han Dynasty"
420196,"Zscout370",325445899,326883779,"http://en.wikipedia.org/w/index.php?diff=326883779&oldid=325445899","regular",3,3,"2009-11-20T06:21:18Z","clean up, Replaced: Image: → File: (3), using [[Project:AutoWikiBrowser|AWB]]",3244856,"Graffiti Blasters"
420198,"79.148.240.200",326559786,326559946,"http://en.wikipedia.org/w/index.php?diff=326559946&oldid=326559786","regular",3,3,"2009-11-18T16:41:57Z","/* Biography */",2615928,"Matthew Rhys"
420199,"Attilios",326909293,326921964,"http://en.wikipedia.org/w/index.php?diff=326921964&oldid=326909293","regular",3,3,"2009-11-20T13:11:34Z","better prose",5212488,"Turin Caselle Airport"
420200,"Timmeh",326836730,326840646,"http://en.wikipedia.org/w/index.php?diff=326840646&oldid=326836730","regular",3,3,"2009-11-20T00:56:43Z","[[Help:Reverting|Reverted]] edits by [[Special:Contributions/76.172.248.4|76.172.248.4]] ([[User talk:76.172.248.4|talk]]) to last version by 204.34.157.10",933605,"Atreyu (band)"
420232,"Cbl62",326883529,326885534,"http://en.wikipedia.org/w/index.php?diff=326885534&oldid=326883529","regular",3,3,"2009-11-20T06:41:43Z",,25090856,"Harry LeGore"
420233,"83.211.85.157",296622471,326932150,"http://en.wikipedia.org/w/index.php?diff=326932150&oldid=296622471","regular",3,3,"2009-11-20T14:37:23Z","/* Sources */",5649430,"Laforza"
420234,"DynamoDegsy",326711622,326801441,"http://en.wikipedia.org/w/index.php?diff=326801441&oldid=326711622","regular",3,3,"2009-11-19T21:12:40Z","/* External links */",24306946,"Billy Ivison"
420235,"Derek R Bullamore",311722382,326833203,"http://en.wikipedia.org/w/index.php?diff=326833203&oldid=311722382","regular",3,3,"2009-11-20T00:08:58Z","Added reference and minor clean-up",1664900,"St. Louis Jimmy Oden"
420237,"Gimmetrow",326561094,326562011,"http://en.wikipedia.org/w/index.php?diff=326562011&oldid=326561094","regular",3,3,"2009-11-18T16:54:56Z","[[Help:Reverting|Reverted]] edits by [[Special:Contributions/209.175.176.253|209.175.176.253]] ([[User talk:209.175.176.253|talk]]) to last version by Gimmetrow",529138,"Megalodon"
420238,"Comment11",326918592,326918729,"http://en.wikipedia.org/w/index.php?diff=326918729&oldid=326918592","regular",3,3,"2009-11-20T12:39:41Z","/* Pedophile advocacy groups */",6341469,"Pedophilia"
420239,"Rich Farmbrough",326436248,326913779,"http://en.wikipedia.org/w/index.php?diff=326913779&oldid=326436248","regular",3,3,"2009-11-20T11:47:56Z","/* Dutch colonization */GF using [[Project:AutoWikiBrowser|AWB]]",52486,"History of Suriname"
420240,"189.182.161.42",282037714,326827242,"http://en.wikipedia.org/w/index.php?diff=326827242&oldid=282037714","vandalism",15,21,"2009-11-19T23:33:42Z",,15600642,"Guajillo chili"
420281,"220.233.84.67",326839334,326890706,"http://en.wikipedia.org/w/index.php?diff=326890706&oldid=326839334","vandalism",9,9,"2009-11-20T07:40:58Z","/* Evolution IX */",531516,"Mitsubishi Lancer Evolution"
420282,"Eichel M12",325610731,326925024,"http://en.wikipedia.org/w/index.php?diff=326925024&oldid=325610731","vandalism",9,9,"2009-11-20T13:39:50Z",,4711546,"François de Grossouvre"
420283,"Greyhood",326552504,326554426,"http://en.wikipedia.org/w/index.php?diff=326554426&oldid=326552504","regular",3,3,"2009-11-18T16:09:51Z","/* T */ Yuri Trutnev added",24925308,"List of Russian inventors"
420284,"Dinamik-bot",300363986,326899014,"http://en.wikipedia.org/w/index.php?diff=326899014&oldid=300363986","regular",13,21,"2009-11-20T09:22:12Z","robot Modifying: [[ru:Астипалея (мифология)]]",840226,"Astypalaea"
420285,"122.108.36.130",326835548,326835704,"http://en.wikipedia.org/w/index.php?diff=326835704&oldid=326835548","regular",3,3,"2009-11-20T00:26:30Z","/* Europe */",6267446,"List of defunct amusement parks"
420286,"99.225.224.114",326805675,326822101,"http://en.wikipedia.org/w/index.php?diff=326822101&oldid=326805675","regular",3,3,"2009-11-19T23:03:51Z",,304374,"Tall ship"
420288,"76.77.235.199",326065213,326870706,"http://en.wikipedia.org/w/index.php?diff=326870706&oldid=326065213","regular",3,3,"2009-11-20T04:21:29Z","/* Translations */",327389,"Prometheus Bound"
420289,"Gnickett1",326923206,326923281,"http://en.wikipedia.org/w/index.php?diff=326923281&oldid=326923206","regular",3,3,"2009-11-20T13:24:19Z",,53707,"Gujarat"
420321,"Masondickson",326857796,326858046,"http://en.wikipedia.org/w/index.php?diff=326858046&oldid=326857796","regular",3,3,"2009-11-20T02:52:28Z","/* Causes */ The two sentences were unrelated to the subject and in fact redundant considering the following sentence.",85385,"Atherosclerosis"
420322,"GalejbAB",326739229,326739478,"http://en.wikipedia.org/w/index.php?diff=326739478&oldid=326739229","regular",3,3,"2009-11-19T14:58:55Z",,25126515,"FC Galejb AB"
420323,"216.161.192.44",326282423,326794721,"http://en.wikipedia.org/w/index.php?diff=326794721&oldid=326282423","regular",3,3,"2009-11-19T20:34:42Z","/* Famous interments */",23688889,"Eden Cemetery (Collingdale, Pennsylvania)"
420324,"Kosack",325820192,326562967,"http://en.wikipedia.org/w/index.php?diff=326562967&oldid=325820192","regular",7,9,"2009-11-18T17:00:27Z","Updated Wales U21 caps",8246327,"Sam Vokes"
420326,"Noq",326918919,326919451,"http://en.wikipedia.org/w/index.php?diff=326919451&oldid=326918919","regular",3,3,"2009-11-20T12:48:19Z","restore deleted law and remove duplication of law",939578,"List of eponymous laws"
420327,"Tobyc75",312882582,326932893,"http://en.wikipedia.org/w/index.php?diff=326932893&oldid=312882582","regular",3,3,"2009-11-20T14:43:13Z","/* Weather */",6205475,"Unterschächen"
420329,"Squirechristopher1934",326560882,326561062,"http://en.wikipedia.org/w/index.php?diff=326561062&oldid=326560882","regular",3,3,"2009-11-18T16:49:06Z","/* Holidays and observances */",21576,"November 21"
420330,"190.166.244.89",326794913,326795321,"http://en.wikipedia.org/w/index.php?diff=326795321&oldid=326794913","regular",3,3,"2009-11-19T20:38:19Z","/* Elimination Chart */",23190100,"Latin American Idol (season 4)"
420391,"Carminowe of Hendra",321263868,326811608,"http://en.wikipedia.org/w/index.php?diff=326811608&oldid=321263868","regular",3,3,"2009-11-19T22:08:27Z","Correct diacritics/spelling",24681672,"Michał Cieśla"
420392,"204.82.153.63",326928607,326928993,"http://en.wikipedia.org/w/index.php?diff=326928993&oldid=326928607","vandalism",9,9,"2009-11-20T14:12:57Z","/* Nineteenth and twentieth centuries */",10633,"Fredericton"
420394,"70.62.197.205",326535894,326737893,"http://en.wikipedia.org/w/index.php?diff=326737893&oldid=326535894","vandalism",9,9,"2009-11-19T14:47:41Z","/* Appearance */",519161,"Weimaraner"
420395,"Bsuorangecrush",326859516,326859698,"http://en.wikipedia.org/w/index.php?diff=326859698&oldid=326859516","regular",3,3,"2009-11-20T03:03:27Z","/* Rankings */",21040423,"2009 North Carolina Tar Heels football team"
420396,"Againme",326783015,326785977,"http://en.wikipedia.org/w/index.php?diff=326785977&oldid=326783015","regular",3,3,"2009-11-19T19:47:08Z","/* Events */ -space",5808107,"Assassination of Sheikh Mujibur Rahman"
420397,"68.32.133.23",326893084,326893226,"http://en.wikipedia.org/w/index.php?diff=326893226&oldid=326893084","regular",14,21,"2009-11-20T08:12:33Z","/* Career */",276581,"Martin Gore"
420398,"Zsero",326561621,326563724,"http://en.wikipedia.org/w/index.php?diff=326563724&oldid=326561621","regular",3,3,"2009-11-18T17:04:52Z","thats not what the source says.  got another source?",11470826,"Jake T. Austin"
420400,"Az81964444",326793744,326793832,"http://en.wikipedia.org/w/index.php?diff=326793832&oldid=326793744","regular",3,3,"2009-11-19T20:29:49Z","/* End of an Era */",2445989,"Spanish period of Arizona"
420431,"WildCherry06",326223851,326921767,"http://en.wikipedia.org/w/index.php?diff=326921767&oldid=326223851","regular",3,3,"2009-11-20T13:09:49Z","/* Men */",24789533,"2009 World Weightlifting Championships"
420433,"Cuaxdon",326903398,326903634,"http://en.wikipedia.org/w/index.php?diff=326903634&oldid=326903398","regular",3,3,"2009-11-20T10:10:02Z","add",10547202,"Pseudostellaria heterophylla"
420434,"64.56.60.34",326134255,326796306,"http://en.wikipedia.org/w/index.php?diff=326796306&oldid=326134255","regular",3,3,"2009-11-19T20:43:50Z","/* Controversy */",294174,"Frances Willard (suffragist)"
420435,"Just some other vandal account",326908219,326908243,"http://en.wikipedia.org/w/index.php?diff=326908243&oldid=326908219","vandalism",15,15,"2009-11-20T10:55:14Z","[[WP:UNDO|Undid]] revision 326908219 by [[Special:Contributions/Anna Lincoln|Anna Lincoln]] ([[User talk:Anna Lincoln|talk]])",72760,"Square kilometre"
420436,"114.77.170.251",326917078,326917235,"http://en.wikipedia.org/w/index.php?diff=326917235&oldid=326917078","regular",12,21,"2009-11-20T12:23:56Z","/* Condor */",4991705,"Par (score)"
420437,"72.219.153.7",326737828,326880610,"http://en.wikipedia.org/w/index.php?diff=326880610&oldid=326737828","regular",3,3,"2009-11-20T05:47:04Z","/* Until the Whole World Hears (2009) */",1467470,"Casting Crowns"
420438,"59.99.24.24",326860513,326860694,"http://en.wikipedia.org/w/index.php?diff=326860694&oldid=326860513","regular",3,3,"2009-11-20T03:11:57Z","/* External links */",23855213,"MIL-STD-130N"
420439,"Asiaticus",326899620,326899752,"http://en.wikipedia.org/w/index.php?diff=326899752&oldid=326899620","regular",3,3,"2009-11-20T09:29:48Z","/* San Bernardino County */",25110399,"California State Militia Units 1861-65"
420531,"Tassedethe",325436401,326913132,"http://en.wikipedia.org/w/index.php?diff=326913132&oldid=325436401","regular",3,3,"2009-11-20T11:41:46Z","[[:en:User:NicoV/Wikipedia Cleaner/Documentation|WikiCleaner]] 0.96 - Repairing link to disambiguation page - [[Wikipedia:Disambiguation pages with links|You can help!]]",182093,"Athlone"
420533,"Mabelina",326889283,326889427,"http://en.wikipedia.org/w/index.php?diff=326889427&oldid=326889283","regular",3,3,"2009-11-20T07:24:53Z","/* Career */",428603,"Edward Leigh"
420534,"80.216.126.238",322470239,326917626,"http://en.wikipedia.org/w/index.php?diff=326917626&oldid=322470239","regular",3,3,"2009-11-20T12:27:53Z","/* History */ improper use of ",5566884,"The Power of Love (Jennifer Rush song)"
420535,"70.70.226.167",326858773,326859036,"http://en.wikipedia.org/w/index.php?diff=326859036&oldid=326858773","vandalism",15,15,"2009-11-20T02:58:25Z","/* Usage */",82425,"Sandwich"
420536,"206.176.126.195",326155925,326739557,"http://en.wikipedia.org/w/index.php?diff=326739557&oldid=326155925","vandalism",9,9,"2009-11-19T14:59:35Z","/* Love and affections */",363533,"Juana Inés de la Cruz"
420537,"Rich Farmbrough",281841139,326802821,"http://en.wikipedia.org/w/index.php?diff=326802821&oldid=281841139","regular",3,3,"2009-11-19T21:20:43Z","Delink dates ([[WP:MOSUNLINKDATES]]) using [[Project:AutoWikiBrowser|AWB]]",19470544,"Mechanical Lloyd"
420538,"90.210.150.12",326743625,326743698,"http://en.wikipedia.org/w/index.php?diff=326743698&oldid=326743625","regular",8,15,"2009-11-19T15:29:44Z","/* The Parting */",2671205,"John Gibson Paton"
420540,"82.1.62.101",323630962,326888456,"http://en.wikipedia.org/w/index.php?diff=326888456&oldid=323630962","regular",3,3,"2009-11-20T07:14:03Z","Ils (producer)|",14790306,"ILS Presents: Y4K"
420581,"User571",326844027,326845907,"http://en.wikipedia.org/w/index.php?diff=326845907&oldid=326844027","regular",3,3,"2009-11-20T01:29:55Z","/* Biography */",27711265,"User:APB-CMX/Woob"
420582,"207.98.134.189",326424921,326840482,"http://en.wikipedia.org/w/index.php?diff=326840482&oldid=326424921","regular",3,3,"2009-11-20T00:55:39Z","/* Early life */",46736,"Ernest Hollings"
420583,"NickLenz19",321787117,326864343,"http://en.wikipedia.org/w/index.php?diff=326864343&oldid=321787117","regular",3,3,"2009-11-20T03:37:04Z","/* Bibliography */",20882218,"Marvel Noir"
420584,"Tassedethe",312283799,326909680,"http://en.wikipedia.org/w/index.php?diff=326909680&oldid=312283799","regular",3,3,"2009-11-20T11:08:39Z","rm per [[MOS:DABRL]]",10952997,"Joe Thomas"
420587,"134.76.223.1",326907832,326908155,"http://en.wikipedia.org/w/index.php?diff=326908155&oldid=326907832","regular",3,3,"2009-11-20T10:54:24Z",,8701795,"Schizosaccharomyces"
420588,"LilHelpa",323518834,326852451,"http://en.wikipedia.org/w/index.php?diff=326852451&oldid=323518834","regular",3,3,"2009-11-20T02:15:28Z","[[WP:AWB/T|Typo fixing]] and general fixes using [[Project:AutoWikiBrowser|AWB]]",17237382,"Tourism in Kenya"
420589,"Ricardo Frantz",326359784,326887267,"http://en.wikipedia.org/w/index.php?diff=326887267&oldid=326359784","regular",3,3,"2009-11-20T07:01:35Z","[[WP:UNDO|Undid]] revision 326359784 by [[Special:Contributions/71.17.127.158|71.17.127.158]] ([[User talk:71.17.127.158|talk]])",11326983,"Brazilian art"
420590,"Allarand Arcadia",326816483,326816575,"http://en.wikipedia.org/w/index.php?diff=326816575&oldid=326816483","regular",3,3,"2009-11-19T22:34:44Z","/* Renaissance */",22766921,"List of Portuguese composers"
420621,"Wedg",326288022,326901898,"http://en.wikipedia.org/w/index.php?diff=326901898&oldid=326288022","regular",15,21,"2009-11-20T09:52:11Z","/* External links */",4631936,"Pauline Garon"
420622,"Ian Rose",326737401,326904152,"http://en.wikipedia.org/w/index.php?diff=326904152&oldid=326737401","regular",3,3,"2009-11-20T10:15:13Z","/* World War II and after */ Typo",25130271,"George Mackinolty"
420623,"Rich Farmbrough",326709697,326900503,"http://en.wikipedia.org/w/index.php?diff=326900503&oldid=326709697","regular",3,3,"2009-11-20T09:38:14Z","GF using [[Project:AutoWikiBrowser|AWB]]",19818688,"Dean Byrne"
420624,"Jazzy83",326830049,326830213,"http://en.wikipedia.org/w/index.php?diff=326830213&oldid=326830049","regular",3,3,"2009-11-19T23:50:37Z","/* Quran */",2056590,"Rajm"
420626,"Dmitri Lytov",317641975,326915472,"http://en.wikipedia.org/w/index.php?diff=326915472&oldid=317641975","regular",3,3,"2009-11-20T12:04:04Z","/* People */",5348029,"Crane (surname)"
420627,"128.220.212.23",310105926,326739925,"http://en.wikipedia.org/w/index.php?diff=326739925&oldid=310105926","regular",3,3,"2009-11-19T15:02:11Z","/* Books */",12510865,"Shawn Bayern"
420628,"Deftonesderrick",326787208,326792614,"http://en.wikipedia.org/w/index.php?diff=326792614&oldid=326787208","regular",3,3,"2009-11-19T20:23:48Z","/* Plot */",19824573,"The Girlfriend Experience"
420630,"Starfflame",326257119,326852783,"http://en.wikipedia.org/w/index.php?diff=326852783&oldid=326257119","regular",3,3,"2009-11-20T02:17:49Z",,12118079,"Starport: Galactic Empires"
420671,"Asarlaí",326525488,326928861,"http://en.wikipedia.org/w/index.php?diff=326928861&oldid=326525488","regular",3,3,"2009-11-20T14:11:35Z","expanded the introduction",80710,"Ulster Volunteer Force"
420672,"Beao",326742383,326743046,"http://en.wikipedia.org/w/index.php?diff=326743046&oldid=326742383","regular",3,3,"2009-11-19T15:25:07Z","rvv",864,"Andy Warhol"
420673,"142.227.33.125",326787272,326789513,"http://en.wikipedia.org/w/index.php?diff=326789513&oldid=326787272","vandalism",9,9,"2009-11-19T20:07:23Z","/* See also */",298681,"Gondola lift"
