editid,oldrevisionid,character_diversity,digit_ratio,non_alpha_numeric_ratio,upper_to_all,upper_to_lower,editor,newrevisionid,size_increment,class,comment_len,Anonymous,vulgar_word_ratio,character_distribution,longest_Word,bad_words
39829,327108186,1.1419,0.0622,0.104,0.0584,0.062,SlimVirgin,327108369,6,0,22,0,0,0.053756148,32,0
31822,327722309,1.042,0.0245,0.0521,0.0463,0.0485,Elemesh,327724000,39,0,119,0,0,1.446919,12,0
24741,327714734,1.1453,0.0252,0.0711,0.0729,0.0786,Theleftorium,327722171,129,0,9,0,0.018867925,0.00252392,24,0
25435,329915768,1.0977,0.0118,0.0471,0.0755,0.0817,122.164.80.127,330091701,135,0,0,1,0,Infinity,15,0
25449,326867582,1.1151,9.00E-04,0.0443,0.0728,0.0786,Saad64,326867640,1,0,18,0,0.012738854,8.12E-06,25,0
19528,317878597,1.0772,0.0332,0.0707,0.1031,0.1149,Levineps,327034767,7,0,20,0,0,Infinity,19,0
39914,326830937,1.0836,0.0282,0.0736,0.0425,0.0444,Carminowe of Hendra,326831307,130,0,73,1,0,Infinity,18,0
5868,326284574,1.0837,0.0706,0.0962,0.0914,0.1005,Hu12,328437552,430,0,136,0,0,0,0,0
20455,327718861,1.1366,0.0473,0.0626,0.0831,0.0906,Eagles247,327727060,1,0,7,0,0,0.004820548,17,0
29420,322476032,1.1849,0.0185,0.0701,0.0632,0.0672,Mug811,327620461,0,0,0,0,0,0,0,0
21610,326775767,1.0729,0.0325,0.0576,0.0519,0.0547,Malleus Fatuorum,326775960,4,0,36,1,0.019607843,0.029663911,69,0
18182,329215818,1.0752,0.0463,0.0817,0.0763,0.0826,78.150.99.83,329909580,5,1,21,1,0.016949153,1.14E-04,14,0
39089,327680268,1.0456,0.0353,0.0668,0.0613,0.0653,DCEdwards1966,327680455,2,0,179,0,0,0.04197549,85,0
4056,326811403,1.0374,0.0263,0.0415,0.0963,0.1066,72.45.254.78,326811730,17,1,53,1,0.125,Infinity,12,0
21193,329091665,1.0863,0.0198,0.0391,0.0475,0.0499,86.21.160.83,329097521,11,1,24,1,0,Infinity,16,0
28542,327002830,1.0925,0.0054,0.0171,0.0433,0.0452,71.167.88.35,327398923,1,0,23,1,0.016528926,6.59E-06,15,0
9398,328321478,1.1149,0.0279,0.0462,0.0576,0.0611,XLR8TION,328334245,5,0,0,0,0,0.026432311,13,0
17234,328037401,1.1342,0.0622,0.1258,0.0804,0.0874,32.177.212.125,328093526,5,1,11,1,0,0.5958655,4,0
7855,321964621,1.1355,0.038,0.0805,0.0725,0.0781,Bumm13,328309559,1,0,24,0,0,7.06E-05,69,0
6341,328728029,1.1023,0.0501,0.1088,0.1099,0.1235,192.161.1.253,329089979,23,1,17,1,0,Infinity,29,0
32708,327104100,1.1284,0.1006,0.1357,0.1213,0.1379,Dormskirk,327104147,11,0,48,0,0,0.3454256,9,0
31167,327713666,1.1338,0.0254,0.0666,0.0838,0.0914,Blopter2,327713810,1,0,0,0,0,Infinity,9,0
5227,328786912,1.1538,0.0242,0.0499,0.0511,0.0538,82.3.77.97,328796260,80,0,65,1,0.027027027,Infinity,24,0
14246,328047062,1.0769,0.0381,0.061,0.0337,0.0349,98.71.157.247,328684421,8,1,17,1,0,0.18045451,27,0
35713,327455341,1.1004,0.0613,0.103,0.0869,0.0952,LV Norm,328449703,0,0,11,1,0,0,0,0
35801,327424724,1.1475,0.0666,0.1298,0.0856,0.0936,Mainly.generic,328168618,33,0,24,1,0,Infinity,40,0
15940,327745682,1.1491,0.0781,0.1571,0.1023,0.114,Mppemberton,327746430,252,0,16,0,0,Infinity,97,0
43329,326877166,1.1388,0.0484,0.1193,0.0621,0.0662,Ucanlookitup,326877558,38,0,55,0,0,Infinity,21,0
20831,327989650,1.139,0.0168,0.0765,0.1351,0.1562,Venerock,327990074,19,0,0,0,0,0,0,0
4389,329036911,1.1184,0.0284,0.0818,0.062,0.0661,TheDJ,329037137,1,0,71,0,0,4.90E-04,23,0
23433,330100574,1.0984,0.0439,0.089,0.0943,0.1041,86.40.208.55,330100654,2,0,11,1,0,Infinity,9,0
11185,327298006,1.0777,0.0167,0.0319,0.0712,0.0766,WikHead,327298753,3,0,157,0,0,Infinity,10,0
11006,327375938,1.1264,0.0244,0.0498,0.0781,0.0847,Ronhjones,327375966,0,0,121,0,0,0,0,0
24104,327366565,1.124,0.0594,0.0884,0.0901,0.0989,Lucky dog,327368779,619,0,105,1,0,0,0,0
1162,329587193,1.1049,0.0288,0.0769,0.0724,0.078,Innotata,329925082,37,0,122,0,0,0,0,0
45429,329025347,1.0672,0.0227,0.0476,0.0519,0.0547,75.85.112.145,329868868,18,0,0,1,0,0.05161335,13,0
35001,327448093,1.0918,0.0506,0.0929,0.0471,0.0494,Joseph Solis in Australia,327453198,12,0,31,1,0,3.06E-04,27,0
42605,326728766,1.0714,0.0238,0.0589,0.0524,0.0553,87.194.154.36,326843730,111,0,28,1,0.009009009,4.48E-04,60,0
14564,327964429,1.0582,0.0174,0.0481,0.0438,0.0458,ChildofMidnight,327971294,201,0,5,0,0,0.06819089,19,0
8282,327601607,1.0813,0.0234,0.0611,0.0709,0.0763,Keith D,327891786,2,0,50,1,0,Infinity,9,0
22564,328801673,1.0734,0.0432,0.0815,0.0825,0.0899,Spanglej,328872614,13,0,123,0,0.015151515,0.020618822,19,0
14676,329625351,1.1439,0.0476,0.0891,0.0557,0.059,GeorgeLouis,329625456,8,0,72,0,0,0.45198512,14,0
21239,296186788,1.0829,0.0169,0.0293,0.0647,0.0691,Gaius Cornelius,327930442,8,0,70,1,0.019230769,8.69E-05,98,0
24614,324489715,1.0959,0.019,0.0333,0.0426,0.0445,Joseph Solis in Australia,327122961,9,0,37,1,0,0.001107546,13,0
1058,323633924,1.1445,0.1118,0.1138,0.1449,0.1695,Woohookitty,327837740,15,0,169,0,0,0.19301262,22,0
35817,328772469,1.1244,0.0668,0.1417,0.094,0.1037,Rjwilmsi,329676334,0,0,142,0,0,0,0,0
5580,329809234,1.1317,0.0552,0.0753,0.0812,0.0884,65.12.232.190,329809377,0,0,15,1,0,Infinity,12,0
22506,327522675,1.1286,0.0233,0.0576,0.054,0.0571,Hiroe,327523529,9,0,41,0,0,Infinity,69,0
15777,328444492,1.1329,0.0476,0.0719,0.0722,0.0778,Putney Bridge,328444930,553,0,167,1,0.023529412,Infinity,22,0
19059,322316252,1.1235,0.0322,0.0836,0.0979,0.1084,Huaiwei,328220718,1,0,46,0,0,0.05704638,61,0
29463,329517874,1.1024,0.1203,0.1614,0.085,0.0928,T@nn,329617996,7,0,14,1,0,0.18856825,22,0
7941,304005053,1.1645,0.0068,0.0203,0.0736,0.0792,JaGa,329568008,14,0,182,0,0,Infinity,16,0
28029,328377775,1.1376,0.0374,0.0946,0.0685,0.0735,69.125.166.60,328739044,1,0,11,1,0.027777778,3.34E-06,16,0
23046,329208930,1.0686,0.0154,0.041,0.0474,0.0498,Nate1481,329209793,136,0,48,0,0,0.07746461,19,0
26295,329791874,1.0893,0.1076,0.169,0.0783,0.0849,71.172.77.190,329792105,5,1,0,1,0,Infinity,13,0
42276,328454782,1.1147,0.0883,0.2056,0.1073,0.1202,Joao10Siamun,328455072,0,0,14,0,0,0.22438635,8,0
5356,326500492,1.0904,0.0565,0.1138,0.0845,0.0923,120.19.203.171,327236026,11,0,0,1,0,0.010646045,58,0
17980,328443075,1.0693,0.0515,0.1103,0.0905,0.0995,Ckatz,328443821,5,0,8,0,0,0.00198711,18,0
16974,328823871,1.0547,0.0094,0.0362,0.0588,0.0625,66.130.60.251,328824071,10,1,14,1,0,1.0986123,2,0
31250,325017212,1.1021,0.0292,0.0524,0.071,0.0765,Clarityfiend,327246472,0,0,18,0,0,0,10,0
24731,329952910,1.1224,0.0159,0.0329,0.0314,0.0324,Raydong510,329952966,0,0,18,0,0,0,0,0
30594,296547853,1.1273,0.0289,0.0582,0.098,0.1086,38.116.132.226,327895391,20,0,13,1,0,Infinity,10,0
19716,328153791,1.1308,0.0413,0.0996,0.0744,0.0804,OVIDIUX,328154598,14,0,20,0,0,Infinity,101,0
20342,327175765,1.1315,0.0442,0.0788,0.06,0.0637,Scratte Lover,327176452,53,0,20,1,0,0.6274642,34,0
25993,327685906,1.132,0.0526,0.0984,0.0543,0.0573,Uoeia,327725583,15,0,0,0,0,0.001223422,18,0
28937,327875456,1.135,0.0026,0.0129,0.027,0.0277,Unfree,327882974,100,0,49,0,0,Infinity,13,0
16996,317846400,1.1464,0.0272,0.0351,0.0697,0.0749,137.30.254.97,328500867,16,1,13,1,0,Infinity,15,0
28811,329310036,1.092,0.0301,0.0625,0.0544,0.0575,Jashiin,329310185,91,0,77,0,0.003558719,0.038752962,25,0
39417,325858878,1.1234,0.0474,0.1134,0.1423,0.1659,Talullah77,329534161,1,0,30,0,0,Infinity,1,0
24282,326489692,1.1045,0.119,0.1538,0.0684,0.0734,Wikicheng,329264766,3,0,90,0,0,0.23876993,64,0
24179,327512297,1.1197,0.1192,0.1872,0.0939,0.1036,Alexynho,327512418,0,0,21,0,0,0.009172548,107,0
15302,325771032,1.143,0.0483,0.096,0.0665,0.0712,Otduff,329161405,0,0,72,0,0,0,0,0
33594,329288565,1.1274,0.0309,0.0529,0.0703,0.0756,92.20.210.94,329288726,27,0,33,1,0,0.002093279,13,0
9897,328706604,1.123,0.0473,0.0668,0.0952,0.1052,PKM,328713516,498,0,160,0,0,0,0,0
40700,318410129,1.1188,0.033,0.0834,0.0921,0.1014,Bearcat,327363145,9,0,59,0,0,Infinity,19,0
33410,328056008,1.1176,0.0483,0.0996,0.1002,0.1113,Dgarq,328056629,82,0,0,0,0.00862069,Infinity,126,0
38636,327680559,1.1297,0.0177,0.0431,0.1205,0.137,Lorddragyn,327680667,0,0,0,0,0,0,0,0
24234,329142835,1.1141,0.1032,0.1405,0.0867,0.0948,Alzhrani,329143074,0,0,16,0,0,0,0,0
44845,329025203,1.1349,0.0896,0.1146,0.0713,0.0767,Tops tips ships,329025649,0,1,0,1,0,0,0,0
38279,318026214,1.1073,0.1316,0.1696,0.0812,0.0883,Rich Farmbrough,329566683,0,0,74,1,0,0,9,0
12992,327417694,1.1236,0.0653,0.1273,0.0759,0.0821,Theserialcomma,327623975,19,0,24,0,0,0.08289935,110,0
25099,327582987,1.1451,0.0587,0.1715,0.0812,0.0883,94.192.65.108,327951674,0,0,59,1,0,0,13,0
40958,327491990,1.1594,0.0688,0.1459,0.1186,0.1346,MadBullsFan,327492189,4,0,27,0,0,0.006299775,77,0
12024,327194663,1.1288,0.0106,0.0383,0.0513,0.0541,Angeldeb82,327411504,142,0,149,0,0,Infinity,44,0
27914,326845964,1.1565,0.0472,0.106,0.114,0.1286,63.163.64.45,326846112,0,0,15,1,0,0,0,0
29086,329676751,1.1369,0.1612,0.261,0.1546,0.1829,Frankie goh,329676868,5,0,14,1,0,0.31379473,13,0
37400,323140630,1.1451,0.0065,0.032,0.0406,0.0423,Neelix,328398638,17,0,101,0,0.02,Infinity,23,0
5547,327487879,1.1327,0.0511,0.1208,0.1098,0.1234,Jack1956,327726136,4,0,27,0,0,9.63E-05,288,0
2817,328835213,1.107,0.0221,0.0434,0.0952,0.1052,81.154.26.238,328835320,0,0,16,1,0,0,10,0
39353,328013878,1.1133,0.0085,0.0197,0.0642,0.0686,DAJF,328341021,23,0,19,0,0,0.1376799,28,0
27699,329173216,1.144,0.019,0.0345,0.0577,0.0612,Jjgentile,329173312,1,0,26,0,0,1.14E-04,18,0
22460,328433392,1.1269,0.0446,0.0674,0.0508,0.0535,86.44.17.197,328467085,67,0,101,1,0,Infinity,18,0
5927,327231653,1.0882,0.033,0.0761,0.0869,0.0951,173.188.137.39,327232220,37,1,15,1,0,Infinity,10,0
9040,329110784,1.1021,0.0178,0.0541,0.0633,0.0676,115.252.46.154,329244663,12,0,0,1,0,0.00525145,23,0
9420,324039313,1.1369,0.0198,0.0465,0.0697,0.0749,Forteblast,327867889,16,0,22,0,0,Infinity,16,0
27254,327468628,1.1206,0.0096,0.0443,0.0441,0.0462,Zvn,327469450,0,0,2,0,0,0,0,0
25026,329048022,1.0856,0.0356,0.0678,0.0507,0.0534,Dicklyon,329050315,0,0,127,0,0,Infinity,45,0
14804,323528555,1.1071,0.0707,0.087,0.0984,0.1091,98.169.133.41,328480269,59,0,20,1,0,Infinity,39,0
10482,324072555,1.1241,0.043,0.0918,0.0824,0.0898,Levineps,327069725,31,0,20,0,0,0,0,0
12095,297118407,1.1202,0.072,0.1449,0.1473,0.1726,All Hallows Wraith,327449986,2,0,4,1,0,0.17406261,13,0
28705,327768665,1.1511,0.0026,0.0185,0.0627,0.0668,Panicpgh,327768846,0,0,0,0,0,0,0,0
17620,328875460,1.0428,0.0095,0.023,0.0484,0.0509,68.153.119.80,328875941,54,1,18,1,0,Infinity,17,0
24441,329607530,1.0703,0.0616,0.1104,0.0791,0.0859,98.14.185.58,329615021,43,0,25,1,0,0.002549334,21,0
34392,328096183,1.0988,0.0247,0.0703,0.075,0.0811,Jonny2x4,328096817,0,0,11,0,0,0,0,0
38005,327110474,1.0939,0.0586,0.1121,0.087,0.0953,Ssolbergj,327110808,9,0,0,0,0,0.03135589,13,0
42957,327565988,1.0797,0.0583,0.0866,0.0905,0.0995,Hssiv,327566346,29,0,20,0,0,Infinity,35,0
3745,328641358,1.0967,0.0354,0.0532,0.0594,0.0632,Pedrito,328670980,9,0,121,0,0,0.022473076,16,0
16467,329147024,1.1382,0.0967,0.1535,0.0698,0.0751,Snappy,329149906,70,0,117,0,0,Infinity,197,0
20712,327389034,1.0766,0.0039,0.0205,0.0356,0.0369,88.203.11.113,328062078,0,1,16,1,0,0,0,0
26791,315610995,1.1296,0.0705,0.0886,0.1309,0.1505,Rich Farmbrough,328468829,8,0,74,1,0,0.8686203,24,0
12239,327527531,1.1291,0.0297,0.1164,0.1513,0.1781,86.107.119.93,327527701,4,0,0,1,0,0.025551183,18,0
39983,327632843,1.1221,0.1605,0.1995,0.0907,0.0996,Merovingian,328012708,52,0,3,0,0,Infinity,23,0
20420,318831132,1.11,0.1038,0.1504,0.1517,0.1784,Rich Farmbrough,328394977,4,0,74,1,0,0.69844025,42,0
22016,329183009,1.0362,0.0511,0.092,0.0745,0.0805,Abecedare,329185022,7,0,60,0,0.015384615,0.002377151,25,0
38461,325011575,1.0963,0.0649,0.1149,0.0864,0.0946,JaGa,327950222,4,0,18,0,0.023255814,7.77E-04,11,0
33349,323133124,1.1622,0.0054,0.0189,0.0399,0.0415,Om-a-bear,327465715,12,0,87,1,0,0.06286276,10,0
33496,328283936,1.1432,0.0378,0.0856,0.0853,0.0932,Mikysilva94,328294271,16,0,10,0,0,0.20092843,98,0
24763,328199572,1.1406,0.0115,0.0255,0.0531,0.0561,69.115.28.15,328598760,73,0,74,1,0,Infinity,20,0
34626,329456368,1.1374,0.0373,0.0728,0.0634,0.0677,Omegastar,329456690,58,0,0,0,0,Infinity,18,0
6038,328471899,1.1351,0.0386,0.0765,0.0516,0.0544,71.198.177.48,328472444,21,0,28,1,0.01010101,8.22E-04,165,0
26701,328572373,1.1147,0.0382,0.0707,0.1004,0.1116,Vipinhari,328572599,15,0,125,0,0,0,0,0
1066,328394762,1.1376,0.03,0.0607,0.0597,0.0635,Alandz,328426528,172,0,0,0,0,0.002638572,20,0
16238,327583088,1.1339,0.0389,0.0649,0.068,0.0729,Dogposter,327583123,0,0,119,0,0,0,0,0
13701,312252152,1.135,0.0338,0.0802,0.0652,0.0697,75.28.78.242,328120140,4,0,20,1,0,Infinity,20,0
16707,326577140,1.1188,0.0493,0.0625,0.0877,0.0961,Rich Farmbrough,326907391,1,0,40,1,0,0.03509132,10,0
22037,309283557,1.1236,0.0572,0.0791,0.1114,0.1252,Vchimpanzee,326805978,9,0,119,0,0,Infinity,18,0
29105,328517957,1.1223,0.0526,0.1252,0.1095,0.1229,96.236.174.247,328666985,5,0,17,1,0.090909091,Infinity,12,0
8546,327297726,1.0922,0.0665,0.0895,0.1088,0.122,Thundercracker007,327298167,68,0,27,0,0,Infinity,31,0
40375,329133264,1.0577,0.0695,0.1035,0.0861,0.0942,Nevreware,329184396,0,0,139,0,0,0,0,0
34864,329671189,1.0529,0.0613,0.1182,0.0612,0.0652,Crazycomputers,329680248,45,0,159,0,0.009049774,1.48E-04,36,0
21289,328534000,1.0677,0.0437,0.1068,0.082,0.0894,Skomorokh,328534250,89,0,154,0,0.011111111,0.002430859,64,0
12189,329523457,1.118,0.0409,0.0613,0.0558,0.059,Alansohn,329525647,5,0,123,0,0,Infinity,10,0
3179,329812559,1.0739,0.0048,0.0207,0.0319,0.0329,Ariane the great,329870281,0,0,0,1,0,0,0,0
34682,327732214,1.0911,0.049,0.1243,0.1025,0.1142,Screwball23,327763347,0,0,0,0,0,2.38E-04,20,0
18194,322854098,1.0797,0.0875,0.1474,0.0969,0.1073,142.68.43.176,329579086,1,1,34,1,0,0.007191523,19,0
26549,301015502,1.1338,0.0217,0.0435,0.0549,0.058,Dynesepp,328406962,20,0,17,0,0,0.10569958,25,0
26035,326474619,1.1233,0.0166,0.0706,0.0843,0.092,78.191.32.50,327005314,7,0,0,1,0,0.024201015,19,0
15081,328150078,1.1087,0.0805,0.1298,0.1494,0.1756,Chanheigeorge,328156636,0,0,17,0,0,0,0,0
8834,325855958,1.1246,0.068,0.1411,0.0992,0.11,70.173.221.64,327226167,12,0,20,1,0,Infinity,56,0
20577,326335821,1.0986,0.0454,0.0711,0.1118,0.1258,ASDFGH,329181196,11,0,0,0,0,Infinity,10,0
19094,327156590,1.1178,0.0709,0.1112,0.1166,0.1319,87.112.77.27,329056393,0,0,0,1,0,0.009762636,13,0
24596,323126642,1.0988,0.0667,0.1135,0.0816,0.0888,Kamarad Walter,327477061,457,0,0,1,0,Infinity,91,0
44897,319946332,1.1213,0.0544,0.0841,0.0935,0.1031,72.163.216.217,327849224,20,1,12,1,0,Infinity,89,0
41841,319264545,1.1297,0.038,0.0803,0.0799,0.0867,Apparition11,326834814,0,0,51,0,0,0,0,0
19276,328203724,1.0241,0.0889,0.1316,0.0497,0.0523,80.6.35.164,328225066,12,1,21,1,0.012195122,Infinity,76,0
8414,328332948,1.1042,0.0245,0.0507,0.0432,0.0451,LADave,328333196,8,0,13,0,0,Infinity,17,0
9756,327030513,1.1218,0.0544,0.1124,0.0671,0.0719,DKqwerty,327031065,3,0,164,0,0,0.00127406,175,0
10765,328225946,1.0845,0.0357,0.0729,0.0716,0.0772,Ring Cinema,328451078,74,0,73,1,0,0.00517457,11,0
10918,315190295,1.1367,0.0854,0.1029,0.0968,0.1071,Rich Farmbrough,329566128,1,0,74,1,0,1.10E-04,45,0
10676,328513372,1.1489,0.0976,0.121,0.1353,0.1564,Rrius,328516065,12,0,35,0,0,0,0,0
30088,329875186,1.0549,0.0946,0.1253,0.1199,0.1362,Kolins,329875256,0,0,19,0,0,Infinity,68,0
37208,328149079,1.1372,0.0281,0.0566,0.0605,0.0644,RossF18,328149578,39,0,19,0,0.013157895,Infinity,14,0
12727,327807818,1.1233,0.0534,0.097,0.078,0.0846,62.73.136.102,327808668,82,1,107,1,0,Infinity,28,0
15510,328418293,1.1125,0.037,0.0829,0.0642,0.0686,Decubridor,328422145,0,0,107,0,0,0,0,0
8773,326532046,1.1359,0.0635,0.1055,0.076,0.0822,Kgrr,326563632,59,0,42,0,0,Infinity,25,0
7808,326998101,1.1052,0.0104,0.0345,0.0668,0.0715,74.218.161.17,326998421,435,0,32,1,0,0.0674186,17,0
29180,329498061,1.1389,0.0529,0.0904,0.0509,0.0536,Cybercobra,329805122,0,0,27,0,0,0,12,0
40869,327067427,1.1468,0.0162,0.0239,0.0671,0.0718,Dmadeo,327067721,1,0,18,0,0,1.50E-04,15,0
32330,329774022,1.1272,0.0336,0.0758,0.0667,0.0714,Eustress,329774750,65,0,7,0,0,Infinity,20,0
21686,327259040,1.1133,0.0342,0.0645,0.0703,0.0756,Wishfulanthony,328070127,0,0,35,0,0,0,0,0
36079,305083159,1.1273,0.0945,0.1724,0.1426,0.1663,Rich Farmbrough,327763790,1,0,79,1,0,0.06537396,26,0
28240,322627088,1.087,0.0525,0.1096,0.0542,0.0573,Rod57,329273776,4,0,32,0,0,Infinity,66,0
20283,328700744,1.1257,0.063,0.1078,0.0759,0.0821,144.80.216.99,328708697,67,1,0,1,0.022727273,Infinity,65,0
41034,323071137,1.1219,0.0663,0.1512,0.1008,0.1121,Kolindigo,327238604,36,0,26,0,0,0.024935104,14,0
25877,326879564,1.1259,0.0285,0.057,0.0453,0.0474,76.71.251.26,326880312,5,0,20,1,0,0.096935585,59,0
972,328214639,1.116,0.0654,0.0985,0.125,0.1429,66.32.69.180,329172285,150,0,158,1,0.035714286,Infinity,10,0
27774,324336152,1.1,0.0078,0.0378,0.0457,0.0479,152.23.122.177,329110984,0,0,16,1,0,0,0,0
21011,327597658,1.1364,0.0304,0.0503,0.0802,0.0872,RadioBroadcast,327613484,2,0,0,0,0,0.03881367,49,0
25282,327052223,1.1311,0.0214,0.0423,0.0672,0.072,68.55.206.117,327052348,0,0,14,1,0,0,13,0
3138,319625607,1.1135,0.0769,0.0962,0.11,0.1235,Enzofroilan,327807041,86,0,0,0,0.083333333,Infinity,10,0
15751,327245522,1.1206,0.0329,0.0472,0.0705,0.0758,Melromero,327245912,85,0,11,0,0.013157895,0.40513983,18,0
4388,304057262,1.1177,0.0387,0.0775,0.0813,0.0884,Chris G,328154396,0,0,36,1,0.016949153,0.22855748,84,0
22502,328877344,1.2791,0.0625,0.0625,0.4375,0.7,Jusdafax,328877393,20,0,128,0,0,Infinity,35,0
36579,328508212,1.0483,0.0266,0.0536,0.0681,0.073,173.54.43.147,328601640,1,0,40,1,0,0.003470192,43,0
27251,328426465,1.1328,0.0236,0.0618,0.0504,0.0531,Scartol,329478417,104,0,35,0,0,Infinity,14,0
32631,326907775,1.114,0.036,0.0686,0.0832,0.0908,Superhappyfuntime,327453196,74,0,0,0,0,Infinity,49,0
8899,326926090,1.0649,0.0586,0.0958,0.0855,0.0935,95.28.163.89,326932819,54,0,20,1,0,Infinity,45,0
10884,326804732,1.1439,0.0171,0.0461,0.0635,0.0677,ABCxyz,327524014,9,0,18,0,0.028571429,0.18579319,23,0
17745,326777964,1.1298,0.0183,0.0447,0.0946,0.1045,Ponyo,326785902,220,0,144,0,0,0,0,0
9851,327970105,1.1375,0.0618,0.1133,0.0601,0.0639,Wavelength,328067719,4,0,112,0,0,4.44E-05,76,0
33306,328418901,1.1039,0.0366,0.072,0.0554,0.0587,Ex13,329085395,16,0,0,0,0,Infinity,10,0
2400,329624411,1.1237,0.0939,0.1584,0.1272,0.1456,79.220.170.82,329693842,0,0,28,1,0,0,0,0
41353,328082192,1.1397,0.045,0.097,0.0601,0.064,Mirtrione,328082388,4,0,16,0,0,1.36E-04,158,0
31577,327256954,1.129,0.0556,0.1071,0.133,0.1533,68.40.112.72,327257393,0,0,15,1,0,0.063727245,19,0
27165,327754078,1.1157,0.0967,0.17,0.0882,0.0965,RFD,327754133,0,0,20,0,0,0.095606506,29,0
17746,328372270,1.1835,0.0032,0.039,0.0606,0.0643,JHunterJ,328372394,7,0,89,0,0.142857143,Infinity,9,0
708,328457138,1.1812,0.0294,0.1176,0.4194,0.6842,Pmsyyz,328457256,0,0,62,0,0,Infinity,16,0
41410,327669323,1.0951,0.0521,0.1339,0.0665,0.0712,MikeAllen,327710774,1,0,148,0,0.003311258,5.32E-06,128,0
30982,327711519,1.1163,0.0291,0.0747,0.0885,0.0971,131.107.0.73,327736826,33,0,34,1,0,0.79120106,20,0
34886,327204584,1.1362,0.0524,0.0928,0.0962,0.1064,Neutrality,327204717,1,0,0,0,0,0.11197845,17,0
23577,328664298,1.1032,0.1228,0.2023,0.1148,0.1297,Texmon,328664943,0,0,0,0,0,Infinity,10,0
27418,328031774,1.1378,0.0656,0.0982,0.072,0.0776,Peter coxhead,328032517,2,0,56,1,0,0.07393492,22,0
3957,326819805,1.1321,0.0785,0.1358,0.1038,0.1158,Richmond96,326820051,1,0,0,0,0,Infinity,31,0
29331,327141772,1.1342,0.0125,0.0465,0.0388,0.0403,86.133.162.232,327142006,0,0,0,1,0,Infinity,21,0
40830,328298322,1.1298,0.0246,0.0684,0.0947,0.1046,24.83.9.88,328488066,52,0,10,1,0.025641026,Infinity,10,0
30954,320294855,1.1215,0.0663,0.1267,0.1123,0.1264,Epbr123,328076645,0,0,15,0,0,0,0,0
19361,327401616,1.1407,0.0147,0.0507,0.0568,0.0602,JamesAM,327401666,0,0,14,0,0,0,0,0
16594,295455684,1.1795,0.0083,0.0579,0.1478,0.1717,147.241.0.6,327476419,1,0,0,1,0,Infinity,1,0
27320,329526207,1.0776,0.0437,0.0828,0.0478,0.0502,Off2riorob,329526482,5,0,177,0,0,0.2748196,11,0
18460,325785256,1.1426,0.0416,0.0925,0.0412,0.043,71.229.156.195,328859216,106,0,20,1,0,Infinity,106,0
5523,328632738,1.0713,0.0371,0.0548,0.0779,0.0844,Rjwilmsi,328865841,10,0,87,0,0,1.94E-04,51,0
34565,328111522,1.0694,0.0011,0.0588,0.2237,0.2881,CambridgeBayWeather,328169264,74,0,147,0,0,0,0,0
9360,328391778,1.0489,0.0401,0.0624,0.0794,0.0862,Sunquanliangxiuhao,328395962,53,0,100,0,0,Infinity,80,0
43098,325774246,1.1362,0.0317,0.0483,0.1224,0.1394,Acps110,327400772,22,0,66,0,0,Infinity,27,0
41015,328875424,1.1387,0.0631,0.092,0.0815,0.0887,71.179.88.150,328875753,0,0,20,1,0,0,2,0
41219,327524996,1.0797,0.0091,0.0249,0.0609,0.0648,Treybien,329598162,42,0,20,0,0,Infinity,19,0
28387,329543489,1.1131,0.0134,0.0457,0.064,0.0684,Materialscientist,329544309,167,0,160,0,0.038461538,Infinity,11,0
20957,326153750,1.0964,0.0021,0.0093,0.0317,0.0328,123.236.78.177,327503606,3,0,14,1,0,0.00327524,15,0
29151,327200984,1.1209,0.0184,0.0295,0.0548,0.058,95.175.145.85,327307648,24,0,19,1,0.023255814,0.001003824,12,0
32225,327087738,1.1025,0.0448,0.0769,0.0552,0.0584,Rich Farmbrough,329609789,1,0,72,1,0,0.052808747,10,0
42667,325806988,1.1186,0.038,0.0809,0.0727,0.0784,Shyamal,328217255,7,0,7,0,0,Infinity,51,0
24485,327391218,1.1315,0.0445,0.1029,0.118,0.1336,Gobonobo,327391262,1,0,4,0,0,1.60E-05,71,0
10415,326869642,1.1048,0.0103,0.037,0.0309,0.0319,Battlecry,326872106,230,0,172,0,0.006711409,Infinity,247,0
20110,328410554,1.1097,0.0673,0.1537,0.0638,0.0681,78.171.61.193,328452774,1,0,12,1,0,0.057158414,17,0
13032,325334486,1.0337,0.0227,0.0671,0.0487,0.0512,Lvjia43,327106460,2,0,0,0,0,0.42804602,27,0
26949,327834713,1.1219,0.0668,0.1367,0.0933,0.1029,Digimedialfa,327835037,0,0,0,0,0,0,0,0
2215,329712729,1.1329,0.03,0.0614,0.0653,0.0699,66.92.88.148,329712882,14,0,0,1,0,0.002906526,310,0
453,327884475,1.1395,0.0335,0.0554,0.0558,0.0591,MRSC,327909832,7,0,61,0,0,Infinity,17,0
17133,329842382,1.1391,0.0263,0.0463,0.0555,0.0587,Kingal86,330093125,693,0,10,0,0.011235955,0.030957825,16,0
33497,325723691,1.0939,0.0596,0.1317,0.1339,0.1546,Bertelin,327685029,64,0,17,0,0,Infinity,9,0
169,326702616,1.1327,0.0265,0.0585,0.0895,0.0982,Ponyo,326738371,11,0,21,0,0,0,0,0
41389,326649947,1.0755,0.0504,0.0685,0.0756,0.0818,Greyhood,326977984,21,0,31,0,0,Infinity,10,0
